Car Model,KM Driven,Fuel Type,Transmission Type,Ownership,Price(in Lakhs),Car Age
Ford Ecosport,97890,Petrol,Manual,1,6.21,5
Maruti BREZZA,39760,Petrol,Auto,1,8.94,3
Renault Kiger,19490,Petrol,Auto,1,6.46,2
Mahindra XUV500,49230,Diesel,Auto,2,7.95,7
KIA SELTOS,59280,Diesel,Auto,1,10.25,5
Tata TIAGO NRG,38210,Petrol,Manual,1,4.51,4
Hyundai GRAND I10 NIOS,34680,Petrol,Manual,1,5.25,5
Ford Ecosport,39850,Diesel,Manual,1,6.71,4
Honda City,69290,Petrol,Manual,1,6.85,7
Maruti Celerio,73410,Petrol,Manual,1,4.65,3
Ford Ecosport,94900,Petrol,Auto,2,4.81,7
Skoda SLAVIA,62330,Petrol,Manual,1,7.89,3
Hyundai Grand i10,34420,Petrol,Manual,2,2.89,10
Hyundai i10,53370,Petrol,Manual,1,1.97,11
MG HECTOR,18650,Petrol,Auto,1,17.95,2
Ford Figo Aspire,88260,Diesel,Manual,1,3.87,6
Honda Amaze,22820,Petrol,Manual,1,5.65,4
Toyota URBAN CRUISER,48980,Petrol,Manual,1,6.99,3
Maruti Ertiga,65360,CNG,Manual,1,8.75,5
KIA SONET,97890,Diesel,Auto,1,6.59,5
MG HECTOR,47690,Petrol,Auto,1,11.5,5
Volkswagen Polo,82440,Petrol,Manual,1,2.81,10
Maruti Celerio,25950,Petrol,Manual,1,4.9,3
Maruti New Wagon-R,59600,CNG,Manual,1,5.05,2
Maruti BREZZA,41180,Petrol,Manual,1,9.55,2
Hyundai Creta,3590,Diesel,Manual,1,15.75,1
Maruti New Wagon-R,29110,CNG,Manual,1,5.35,3
Hyundai Creta,70280,Petrol,Manual,2,5.57,7
Maruti Dzire,90990,Petrol,Manual,1,3.92,7
Honda Jazz,39240,Petrol,Manual,1,3.63,8
Honda Brio,36220,Petrol,Manual,2,1.81,12
Toyota YARIS,140000,Petrol,Auto,1,5.71,7
Tata Harrier,70950,Diesel,Auto,1,11.8,4
Tata NEXON,19100,Petrol,Manual,1,9.6,1
Mahindra Thar,18850,Petrol,Manual,2,10.95,2
Mahindra Thar,33160,Petrol,Manual,2,10.5,3
Hyundai Elite i20,40570,Petrol,Manual,1,3.49,10
Maruti Baleno,40210,Petrol,Auto,1,7.65,3
Hyundai Creta,55070,Petrol,Manual,1,5.7,9
Tata Hexa,94870,Diesel,Manual,2,6.15,7
Toyota Corolla Altis,18380,Petrol,Manual,2,4.95,11
Volkswagen TAIGUN,49170,Petrol,Auto,1,12.21,3
Renault Duster,75790,Diesel,Manual,1,5.31,6
Maruti Celerio,58920,Petrol,Auto,1,3.83,7
Maruti Baleno,9590,Petrol,Manual,1,5.55,4
Maruti Vitara Brezza,51480,Diesel,Auto,1,6.5,6
Hyundai VENUE N LINE,17720,Petrol,Auto,1,9.21,3
Hyundai i10,57360,Petrol,Manual,1,1.51,12
Hyundai i20,29500,Petrol,Manual,1,2.24,13
Mahindra Bolero,78490,Diesel,Manual,1,7.3,4
Maruti New Wagon-R,26950,Petrol,Manual,1,4.2,4
Tata NEXON,42680,Petrol,Auto,1,9.1,2
Toyota Innova Crysta,36280,Petrol,Auto,1,16.15,5
Renault Kiger,27290,Petrol,Auto,1,7.13,3
Maruti Baleno,62680,Petrol,Manual,1,4.41,7
Honda Amaze,52850,Petrol,Manual,1,5.3,3
Hyundai Creta,57880,Petrol,Manual,1,7.25,6
Maruti Wagon R 1.0,51030,Petrol,Manual,1,2.18,11
Hyundai VENUE,82880,Petrol,Auto,1,5.63,6
Maruti Wagon R 1.0,31980,Petrol,Manual,1,2.32,11
Maruti New Wagon-R,35970,Petrol,Manual,1,3.97,4
KIA SONET,20780,Petrol,Manual,1,7.65,2
Tata NEXON,23120,Petrol,Auto,1,8.51,3
Maruti Dzire,79830,Petrol,Auto,1,4.43,7
MG ASTOR,70230,Petrol,Manual,1,10.99,3
Maruti Swift,25650,Petrol,Manual,1,5.5,3
Ford Ecosport,51390,Diesel,Manual,1,5.8,6
Maruti Baleno,75140,Petrol,Manual,2,4.95,4
Nissan MAGNITE,38240,Petrol,Manual,1,5.45,2
Honda City,48610,Petrol,Manual,1,9.8,3
Nissan MAGNITE,35720,Petrol,Manual,1,4.82,2
KIA SONET,22100,Petrol,Manual,1,9.53,1
Nissan MAGNITE,29340,Petrol,Manual,1,5.58,2
Hyundai Elite i20,93580,Petrol,Manual,1,4.64,8
Tata ALTROZ,4300,Petrol,Auto,1,8.49,1
Tata Harrier,43380,Diesel,Auto,1,12.87,4
KIA CARENS,26950,Petrol,Manual,1,14.11,1
Maruti Ciaz,68180,Petrol,Auto,1,8.2,4
Tata Safari,58290,Diesel,Manual,1,11.73,4
Hyundai Elite i20,45970,Petrol,Manual,1,3.89,10
Hyundai Creta,69200,Petrol,Auto,1,7.58,8
Tata Tiago,30160,Petrol,Manual,2,4.73,4
Hyundai Elite i20,70310,Petrol,Manual,1,5.16,5
Hyundai Elite i20,73700,CNG,Manual,1,4.44,7
Hyundai Creta,27500,Petrol,Manual,1,16.7,1
Hyundai Grand i10,11000,Petrol,Manual,1,3.55,9
Toyota Glanza,54740,Petrol,Manual,1,5.59,5
Mahindra XUV700,67290,Diesel,Manual,1,15.0,3
Honda Amaze,15580,Petrol,Manual,1,8.48,1
Maruti Baleno,24550,Petrol,Manual,1,5.6,2
Mahindra XUV700,47600,Petrol,Manual,1,15.9,3
Maruti Swift,32810,Petrol,Manual,1,3.5,10
Tata NEXON,100000,Diesel,Manual,1,6.51,5
KIA SONET,81090,Petrol,Manual,1,6.46,5
Hyundai VENUE,31540,Diesel,Manual,2,7.23,5
Mahindra BOLERO NEO,12130,Diesel,Manual,1,9.03,1
MG ASTOR,21510,Petrol,Manual,1,11.13,3
Tata NEXON,35730,Petrol,Manual,1,6.84,5
Honda WR-V,24360,Petrol,Manual,1,6.56,4
Tata ALTROZ,73700,Diesel,Manual,1,6.8,4
Volkswagen TAIGUN,23080,Petrol,Manual,1,9.2,1
Honda City,37600,Petrol,Manual,1,6.31,6
Maruti New Wagon-R,15950,Petrol,Manual,1,4.57,4
Hyundai i10,75930,Petrol,Manual,1,1.85,11
Tata NEXON,73430,Petrol,Manual,1,6.64,5
Maruti Ertiga,55660,CNG,Manual,1,5.75,9
Volkswagen VIRTUS,31790,Petrol,Auto,1,14.3,1
Maruti Vitara Brezza,43930,Petrol,Manual,1,5.63,5
Tata NEXON,17380,Petrol,Manual,1,6.13,6
Ford Ecosport,15590,Petrol,Manual,1,8.83,4
Mahindra Thar,36180,Diesel,Auto,1,16.0,1
Mahindra XUV300,75360,Diesel,Manual,1,10.24,3
Maruti Ciaz,56210,Petrol,Manual,1,5.18,7
Maruti Alto K10,3420,Petrol,Manual,1,3.73,1
Maruti FRONX,23450,Petrol,Manual,1,8.4,2
Tata PUNCH,17630,Petrol,Manual,1,5.44,3
Mahindra Thar,60960,Petrol,Auto,2,10.25,4
KIA SONET,48290,Diesel,Manual,1,8.14,5
Renault Kwid,62910,Petrol,Manual,2,1.87,9
Renault TRIBER,61630,Petrol,Manual,1,4.89,4
Hyundai Verna,47530,Petrol,Manual,1,7.45,6
Maruti New Wagon-R,22660,Petrol,Manual,1,4.98,2
Honda Amaze,19960,Petrol,Auto,1,6.16,3
Volkswagen VIRTUS,74820,Petrol,Manual,1,9.8,2
Maruti Celerio,20910,Petrol,Auto,1,5.41,2
Volkswagen TAIGUN,62950,Petrol,Auto,1,9.65,4
Ford Ecosport,81230,Petrol,Manual,1,6.8,5
KIA SONET,31000,Petrol,Auto,1,8.64,5
Hyundai GRAND I10 NIOS,12270,Petrol,Manual,1,5.82,2
Maruti Swift,63180,Petrol,Manual,1,5.15,6
Hyundai Creta,28100,Petrol,Manual,1,16.7,1
Hyundai Creta,32990,Petrol,Manual,1,16.7,1
Tata ALTROZ,34100,Petrol,Manual,1,4.67,4
Maruti Swift,38360,Petrol,Manual,1,3.27,10
Skoda Rapid,56750,Petrol,Manual,2,5.92,5
KIA CARENS,58170,Diesel,Manual,1,9.59,2
Hyundai Creta,80070,Petrol,Manual,1,8.33,4
Hyundai Creta,43010,Petrol,Manual,1,8.61,4
Hyundai New Elantra,62900,Petrol,Manual,2,7.21,6
Hyundai Grand i10,110000,Petrol,Manual,1,3.16,9
Datsun Redi Go,37670,Petrol,Manual,2,1.75,7
KIA SONET,15840,Petrol,Manual,1,6.21,4
Maruti S PRESSO,15700,Petrol,Manual,1,3.73,5
MG HECTOR,38660,Petrol,Manual,1,9.68,4
Skoda SLAVIA,46260,Petrol,Manual,1,7.72,2
Maruti Baleno,27860,Petrol,Manual,1,5.67,3
Tata NEXON,48010,Petrol,Manual,1,5.87,3
Tata NEXON,33360,Petrol,Auto,1,9.1,2
Renault Kwid,49720,Petrol,Auto,2,2.38,8
Hyundai i10,32030,Petrol,Manual,1,2.18,11
Hyundai i10,25310,Petrol,Manual,1,2.09,11
Hyundai VENUE,38590,Petrol,Manual,1,5.76,5
Maruti Swift,30680,Petrol,Manual,1,5.32,2
Volkswagen TAIGUN,10000,Petrol,Manual,1,9.54,1
Maruti S PRESSO,43330,Petrol,Manual,1,2.89,6
Honda Amaze,39280,Petrol,Auto,1,5.83,5
Hyundai Elite i20,47280,Petrol,Manual,3,4.31,6
Maruti Wagon R 1.0,55400,Petrol,Manual,1,2.77,10
Maruti IGNIS,31590,Petrol,Manual,1,4.21,2
Tata NEXON,32870,Petrol,Manual,1,8.23,3
Hyundai Elite i20,41080,Petrol,Manual,2,3.55,8
Honda Amaze,74040,Petrol,Manual,1,2.98,10
Honda City,70850,Petrol,Auto,1,6.56,8
Maruti Alto,89950,Petrol,Manual,1,3.0,5
Maruti Alto K10,110000,Petrol,Manual,2,2.21,10
Mahindra Kuv100,110000,Diesel,Manual,4,1.5,9
Tata NEXON,15760,Petrol,Manual,1,7.28,2
Mahindra Scorpio,100000,Diesel,Manual,1,16.95,5
Hyundai Elite i20,76820,Petrol,Manual,1,5.0,5
Renault TRIBER,14680,Petrol,Manual,1,5.5,2
Maruti Swift Dzire,97430,Diesel,Manual,1,1.85,14
Maruti Baleno,130000,Petrol,Manual,1,3.41,8
Maruti Alto 800,57420,Petrol,Manual,2,2.32,6
Maruti Ertiga,92100,Petrol,Manual,1,8.33,1
Maruti Wagon R 1.0,71620,Petrol,Manual,1,2.3,10
Tata Tiago,18140,Petrol,Manual,1,4.28,4
Maruti Swift,80830,Diesel,Manual,2,4.5,8
Maruti Swift Dzire,120000,Diesel,Manual,3,3.17,10
Maruti Wagon R 1.0,51530,Petrol,Manual,2,1.16,15
Ford Ecosport,190000,Diesel,Manual,3,3.33,8
Tata TIGOR,25160,Petrol,Manual,1,6.5,3
Datsun Go Plus,100000,Petrol,Manual,2,2.0,7
Toyota Camry,100000,Petrol,Auto,6,1.25,17
Volkswagen Jetta,110000,Diesel,Manual,3,2.84,11
Maruti Wagon R 1.0,86880,Petrol,Manual,2,2.0,11
Honda City,300000,Diesel,Manual,2,3.18,11
Renault Duster,72780,Diesel,Manual,4,1.6,13
Hyundai Grand i10,100000,Petrol,Manual,1,3.11,11
Hyundai Verna,45200,Petrol,Auto,1,13.82,2
Toyota Etios,300000,Diesel,Manual,1,4.79,8
Tata NEXON,97310,Petrol,Manual,1,4.5,7
Ford Figo Aspire,140000,Diesel,Manual,1,3.63,7
Ford Ecosport,70580,Diesel,Manual,3,5.09,7
Tata Harrier,160000,Diesel,Auto,1,10.5,5
KIA SELTOS,85040,Diesel,Auto,2,15.0,3
Toyota Innova,150000,Diesel,Manual,1,6.24,11
Mahindra MARAZZO,150000,Diesel,Manual,2,5.78,7
Jeep Compass,71860,Petrol,Auto,2,11.0,5
Renault Kwid,64050,Petrol,Manual,1,1.48,8
Maruti Alto K10,140000,Petrol,Manual,1,1.19,14
Maruti Ciaz,100000,Diesel,Manual,2,3.74,9
Hyundai Eon,180000,Petrol,Manual,2,1.31,11
Hyundai Verna,700000,Diesel,Auto,2,5.0,7
Maruti Alto 800,93010,Petrol,Manual,1,1.87,11
Hyundai i10,93330,Petrol,Manual,3,1.4,13
Hyundai Elite i20,210000,Diesel,Manual,4,3.1,10
Renault Duster,130000,Diesel,Manual,3,1.55,12
Renault Kwid,79210,Petrol,Manual,1,2.24,9
Tata Tiago,120000,Petrol,Manual,2,2.49,8
Datsun Redi Go,54960,Petrol,Manual,1,1.38,8
Toyota Innova,250000,Diesel,Manual,3,1.82,16
Hyundai i10,140000,Petrol,Manual,2,1.23,13
Hyundai Grand i10,170000,Petrol,Manual,2,1.74,12
Maruti Swift Dzire,130000,Petrol,Manual,1,1.16,15
Maruti Wagon R 1.0,43990,Petrol,Manual,1,1.95,12
Mahindra Bolero,100000,Diesel,Manual,2,6.79,4
Renault Kwid,81940,Petrol,Auto,1,1.62,9
Maruti Wagon R 1.0,130000,Petrol,Manual,2,2.5,10
Hyundai Grand i10,72770,Diesel,Manual,1,2.9,8
Hyundai Verna,130000,Diesel,Manual,4,1.8,12
Hyundai i20,92380,Diesel,Manual,2,1.89,12
Renault Pulse,130000,Diesel,Manual,1,1.83,12
Maruti Swift,110000,Petrol,Manual,4,2.19,13
Hyundai Grand i10,69540,Petrol,Manual,3,3.0,10
Hyundai Grand i10,150000,Petrol,Manual,1,3.83,9
Hyundai Accent,270000,Petrol,Manual,1,1.72,12
Hyundai i10,53950,Petrol,Manual,3,2.3,9
Tata NEXON,28500,Petrol,Manual,1,6.61,4
Hyundai AURA,89110,Petrol,Manual,1,6.66,3
Chevrolet Beat,170000,Petrol,Manual,1,1.1,11
Hyundai i10,110000,Petrol,Manual,3,1.4,11
Maruti Baleno,120000,Petrol,Manual,1,3.95,8
Maruti Celerio,22140,Petrol,Manual,1,5.07,3
Nissan Sunny,140000,Petrol,Manual,2,1.0,14
Hyundai i10,97410,Petrol,Manual,3,1.0,14
Maruti Swift,88290,Petrol,Manual,1,3.81,7
Maruti Zen Estilo,150000,Petrol,Manual,2,1.15,12
Hyundai Accent,200000,Petrol,Manual,2,1.3,13
Ssangyong Rexton,130000,Diesel,Auto,4,1.69,12
Renault Duster,59430,Diesel,Manual,1,6.4,6
MG ASTOR,21580,Petrol,Manual,1,7.5,3
Hyundai Creta,39370,Petrol,Manual,1,8.8,4
Hyundai i20,210000,Petrol,Manual,1,2.67,12
Maruti Swift Dzire,120000,Diesel,Manual,1,3.98,10
Hyundai Verna,850000,Diesel,Manual,2,7.75,6
Mahindra XUV500,130000,Diesel,Manual,2,3.5,11
Mahindra Thar,47420,Diesel,Auto,1,14.0,3
Tata NEXON,120000,Diesel,Manual,2,4.4,8
Hyundai Creta,69510,Diesel,Manual,1,7.1,7
Maruti Wagon R Stingray,140000,Petrol,Manual,2,2.0,12
Mahindra XUV700,48310,Diesel,Manual,1,14.6,1
Maruti Alto 800,27420,Petrol,Manual,1,2.5,9
Ford Endeavour,170000,Diesel,Auto,3,10.12,9
Jeep Compass,130000,Diesel,Manual,1,6.82,8
Tata NEXON,51810,Petrol,Auto,2,7.59,5
Hyundai Grand i10,72040,Petrol,Manual,1,4.25,7
Renault Lodgy,190000,Diesel,Manual,1,2.68,10
Mercedes Benz CLA Class,130000,Diesel,Auto,3,11.01,8
Maruti Celerio,87270,Petrol,Manual,2,2.8,10
Honda City,75000,Diesel,Manual,2,6.17,8
Hyundai Grand i10,71370,Petrol,Manual,1,4.24,7
Maruti XL6,44990,Petrol,Auto,2,8.25,5
Honda WR-V,30560,Diesel,Manual,1,7.5,8
MG HECTOR,48050,Petrol,Auto,2,8.75,6
Maruti Ciaz,110000,Diesel,Manual,1,5.23,7
Mahindra XUV500,120000,Diesel,Manual,2,3.66,12
Mahindra XUV300,15350,Petrol,Manual,1,7.44,2
Honda WR-V,130000,Diesel,Manual,1,5.3,8
Ford Ecosport,62340,Diesel,Manual,1,7.0,5
Honda City,81520,Petrol,Auto,1,6.73,7
Honda WR-V,150000,Diesel,Manual,2,5.38,7
Tata TIAGO NRG,45160,Petrol,Manual,1,5.0,3
Maruti Wagon R 1.0,100000,Petrol,Manual,1,3.36,7
Toyota RUMION,13060,Petrol,Auto,1,13.05,1
Tata Safari,95540,Diesel,Manual,1,12.0,3
Tata Tiago,35600,Petrol,Manual,2,4.91,2
Mahindra XUV300,21710,Petrol,Manual,2,7.5,3
Honda WR-V,100000,Petrol,Manual,1,6.99,5
Mahindra Thar,50690,Diesel,Manual,1,11.5,2
Skoda SLAVIA,8830,Petrol,Manual,1,13.0,1
Toyota Innova,110000,Diesel,Manual,2,5.19,13
BMW 3 Series,79220,Diesel,Auto,2,13.0,9
Tata Hexa,180000,Diesel,Auto,2,6.5,7
BMW X1,68540,Diesel,Auto,2,17.7,7
BMW X3,110000,Diesel,Auto,2,7.22,12
Renault Captur,120000,Diesel,Manual,1,4.84,8
Tata Harrier,83000,Diesel,Auto,1,16.5,2
Ford Endeavour,140000,Diesel,Auto,2,3.85,14
Jeep Compass,67000,Diesel,Auto,2,13.7,5
Ford New Figo,76520,Petrol,Manual,1,4.17,6
BMW 5 Series,68100,Diesel,Auto,2,11.31,10
Volkswagen TAIGUN,96270,Petrol,Manual,1,9.29,3
Tata NEXON EV,40630,Electric,Auto,1,11.09,3
Volvo S60,110000,Diesel,Auto,2,12.28,9
Maruti Wagon R 1.0,72270,Petrol,Manual,1,1.5,7
Tata ALTROZ,45010,Petrol,Manual,1,4.5,4
Mahindra KUV 100 NXT,59780,Petrol,Manual,2,2.58,8
Maruti Vitara Brezza,100000,Diesel,Manual,2,5.36,8
Maruti A Star,46760,Petrol,Manual,1,1.3,15
Volkswagen Ameo,38110,Petrol,Manual,1,6.27,9
Tata Tiago,41670,Petrol,Auto,2,4.37,8
Maruti Celerio,64180,Petrol,Auto,1,3.5,7
Mahindra Thar,15650,Petrol,Auto,2,12.5,4
MG HECTOR,21520,Diesel,Manual,1,16.5,4
Hyundai AURA,73220,Petrol,Manual,2,6.16,3
Maruti Baleno,60250,Petrol,Manual,1,5.3,7
Maruti Alto 800,69760,Petrol,Manual,2,1.3,12
Tata Tiago,50290,Petrol,Manual,1,3.0,7
Toyota Etios,89960,Petrol,Manual,1,2.66,12
Hyundai Grand i10,180000,Petrol,Manual,1,3.8,12
Maruti Zen Estilo,120000,Petrol,Manual,1,1.4,15
Tata Tiago,110000,Petrol,Manual,1,2.9,8
Hyundai Eon,80750,Petrol,Manual,2,1.9,11
Hyundai Santro Xing,84440,Petrol,Manual,1,1.3,15
Maruti Swift,120000,Petrol,Manual,5,2.7,12
Tata Safari,120000,Diesel,Manual,4,2.16,14
Ford Figo,100000,Diesel,Manual,4,1.43,13
Maruti Grand Vitara,30280,Petrol,Auto,1,13.36,2
Tata TIGOR,140000,Diesel,Manual,1,5.22,8
Honda City,110000,Diesel,Manual,2,5.07,11
Hyundai i20,260000,Diesel,Manual,1,1.8,15
Honda Amaze,55520,Petrol,Manual,1,2.8,12
Renault Duster,170000,Diesel,Manual,1,3.7,10
Hyundai i20,160000,Diesel,Manual,1,2.2,12
Honda Jazz,229999,Diesel,Manual,1,4.5,9
Skoda Rapid,150000,Diesel,Manual,1,2.25,12
Maruti Swift,97660,Petrol,Manual,1,3.5,13
Ford Figo,77030,Petrol,Manual,2,1.45,13
Mercedes Benz C Class,66790,Petrol,Auto,3,2.0,18
Ford Figo Aspire,64910,Petrol,Manual,2,2.25,10
Tata ALTROZ,68210,Petrol,Manual,1,6.12,5
Maruti Swift Dzire,100000,Petrol,Manual,1,2.8,14
Volkswagen Polo,869999,Petrol,Auto,3,3.0,11
Honda Accord,130000,Petrol,Auto,3,1.5,17
Maruti Wagon R 1.0,47460,Petrol,Manual,1,1.6,14
Hyundai i20,85730,Petrol,Manual,1,2.26,14
Renault Scala,110000,Petrol,Auto,2,1.2,12
Hyundai i20,34360,Petrol,Manual,1,2.63,12
Honda City,110000,Petrol,Auto,1,4.0,10
Mahindra Thar,33000,Petrol,Auto,1,15.5,3
Ford Figo,110000,Diesel,Manual,4,1.65,12
Mahindra Xylo,77250,Diesel,Manual,1,2.24,13
Ford Figo,140000,Diesel,Manual,1,1.1,13
Honda City,130000,Petrol,Manual,2,2.5,11
Renault Kiger,29770,Petrol,Manual,1,5.36,4
Honda City,120000,Petrol,Manual,2,5.76,10
Renault Duster,180000,Diesel,Manual,1,4.5,10
Maruti Celerio,83320,Petrol,Auto,3,2.52,11
Volkswagen Polo,120000,Petrol,Manual,1,4.65,11
Ford Figo,150000,Petrol,Manual,1,1.3,14
Ford Ecosport,130000,Petrol,Manual,4,2.25,12
Mahindra Kuv100,31430,Petrol,Manual,2,2.7,8
Honda City,160000,Petrol,Manual,1,4.0,10
Hyundai Elite i20,110000,Petrol,Manual,2,4.2,9
Tata Tiago,110000,Petrol,Manual,2,3.5,6
Renault Duster,170000,Diesel,Manual,3,4.6,10
Nissan Terrano,52200,Diesel,Manual,1,3.55,10
Hyundai i10,72910,Petrol,Manual,2,1.0,14
Maruti Alto 800,30900,Petrol,Manual,2,1.8,12
Nissan MAGNITE,25020,Petrol,Manual,3,5.0,4
Nissan Sunny,140000,Diesel,Manual,1,1.35,13
Hyundai Verna,110000,Petrol,Manual,2,3.15,11
Nissan Sunny,88030,Petrol,Manual,1,3.52,14
Hyundai Eon,43300,Petrol,Manual,3,2.3,9
Maruti Wagon R 1.0,120000,Petrol,Manual,1,3.21,11
Hyundai Verna,40800,Petrol,Manual,1,7.5,7
Honda Brio,89730,Petrol,Manual,2,2.0,12
Maruti Swift,130000,Diesel,Manual,1,3.7,12
Renault Kwid,36070,Petrol,Manual,1,2.82,6
Ford Ecosport,229999,Diesel,Manual,2,4.0,8
Tata NEXON,73350,Petrol,Manual,2,6.0,5
Renault TRIBER,16250,Petrol,Manual,1,4.5,6
Maruti Alto K10,120000,Petrol,Manual,1,2.64,9
Maruti Celerio,76310,Petrol,Manual,1,3.33,8
Chevrolet Beat,95520,Petrol,Manual,1,1.18,15
Skoda Rapid,160000,Petrol,Auto,1,3.75,9
Hyundai Verna,94280,Petrol,Manual,3,7.0,7
Hyundai Verna,120000,Petrol,Manual,4,2.8,12
Maruti Wagon R 1.0,180000,Petrol,Manual,1,2.0,13
Hyundai Grand i10,92570,Petrol,Manual,1,3.5,12
Hyundai Elite i20,74180,Petrol,Manual,1,4.83,6
Skoda Rapid,120000,Petrol,Manual,1,5.0,7
Maruti Swift,120000,Petrol,Manual,2,3.5,9
Hyundai Xcent,57700,Petrol,Manual,1,4.0,10
Maruti Swift Dzire,160000,Diesel,Manual,1,2.2,14
Ford Ecosport,11110,Petrol,Manual,1,4.0,9
Maruti Swift,71520,Petrol,Manual,1,3.5,10
Hyundai Elite i20,44190,Petrol,Manual,1,5.5,7
Honda Jazz,130000,Petrol,Auto,3,3.5,9
Maruti Vitara Brezza,160000,Diesel,Manual,1,6.5,9
Maruti IGNIS,60000,Petrol,Auto,1,4.5,7
Toyota Etios,220000,Diesel,Manual,1,2.25,14
Maruti Wagon R 1.0,280000,Petrol,Manual,1,1.55,13
Hyundai Elite i20,130000,Diesel,Manual,1,4.08,10
Hyundai GRAND I10 NIOS,14510,Petrol,Manual,1,5.5,5
Maruti IGNIS,120000,Petrol,Auto,2,4.23,7
Mahindra Scorpio,120000,Diesel,Manual,2,1.2,13
Maruti Wagon R 1.0,94510,Petrol,Manual,2,2.12,14
Hyundai Verna,23600,Petrol,Manual,3,2.37,14
Tata ALTROZ,26970,Petrol,Manual,1,6.0,3
MG ASTOR,69830,Petrol,Auto,1,14.33,3
Honda Jazz,43420,Petrol,Manual,1,3.0,9
Hyundai VENUE,94660,Petrol,Manual,1,6.0,5
Hyundai Verna,110000,Petrol,Manual,3,2.5,13
Hyundai Xcent,130000,Diesel,Manual,4,2.5,11
Maruti Wagon R 1.0,160000,Petrol,Manual,1,3.3,8
Renault Duster,170000,Diesel,Manual,2,4.5,10
Maruti Dzire,51690,Petrol,Manual,3,5.0,6
Volkswagen Polo,84480,Petrol,Manual,1,4.5,9
Honda BR-V,78290,Petrol,Manual,1,6.3,7
Renault Duster,110000,Petrol,Manual,2,4.0,8
Tata PUNCH,9410,Petrol,Manual,1,8.0,1
Maruti Dzire,70380,Petrol,Manual,1,5.1,7
Mahindra Scorpio,180000,Diesel,Manual,2,2.7,14
Ford FREESTYLE,44430,Petrol,Manual,1,5.5,4
Hyundai Creta,90780,Diesel,Manual,1,9.0,7
Maruti Swift,66470,Petrol,Manual,1,6.5,3
Honda City,210000,Petrol,Manual,1,5.3,7
MG ASTOR,11960,Petrol,Manual,1,10.23,1
Maruti Baleno,79160,Diesel,Manual,1,6.3,7
Ford Figo,92100,Petrol,Manual,2,1.88,10
Tata Harrier,66910,Diesel,Manual,1,13.58,4
Maruti Baleno,110000,Petrol,Manual,1,4.6,9
Renault Kwid,14710,Petrol,Auto,1,5.6,2
Hyundai GRAND I10 NIOS,30440,Petrol,Auto,1,6.75,3
Maruti Baleno,17400,Petrol,Auto,1,7.76,2
Maruti Swift Dzire,130000,Diesel,Manual,2,4.0,13
Maruti Baleno,53760,Petrol,Manual,1,5.92,8
Hyundai Verna,71960,Petrol,Manual,2,2.93,13
Toyota Etios,26320,Petrol,Manual,1,3.41,12
Tata NEXON,63470,Petrol,Manual,1,6.9,7
Hyundai Grand i10,22440,Petrol,Manual,1,5.27,7
Maruti Baleno,24620,Petrol,Manual,1,8.89,2
Mahindra Thar,38640,Petrol,Auto,1,16.0,2
Honda Amaze,120000,Petrol,Manual,1,5.8,6
Maruti Ertiga,130000,Diesel,Manual,3,4.2,11
Tata TIGOR,110000,Petrol,Auto,3,4.0,6
Maruti Swift Dzire,160000,Diesel,Manual,2,3.1,13
Renault Kwid,15940,Petrol,Manual,1,3.45,4
Toyota Etios Liva,63820,Petrol,Manual,2,3.15,8
Maruti Alto K10,42770,Petrol,Auto,1,3.17,10
Mahindra Thar,45620,Petrol,Manual,1,11.5,3
Tata Tiago,84700,Diesel,Manual,1,3.15,9
Toyota YARIS,110000,Petrol,Auto,1,5.5,7
Tata NEXON,477,Petrol,Manual,1,9.95,2
Maruti Ciaz,110000,Petrol,Manual,2,5.2,7
BMW X1,120000,Diesel,Auto,5,4.67,14
Jeep Compass,45780,Diesel,Manual,1,11.5,6
Maruti Ertiga,130000,Petrol,Manual,2,3.99,11
Tata NEXON,665,Diesel,Auto,1,17.37,1
Ford Ecosport,44620,Petrol,Manual,1,4.5,8
Hyundai Creta,66870,Petrol,Manual,2,6.2,9
Honda Amaze,95270,Diesel,Manual,1,3.2,11
Honda Jazz,87460,Petrol,Auto,1,4.2,9
Maruti Dzire,130000,Diesel,Manual,3,8.23,7
Hyundai Verna,39600,Petrol,Manual,3,3.27,12
Ford Ecosport,130000,Diesel,Manual,2,5.89,10
Maruti Ritz,190000,Petrol,Manual,1,3.66,11
Renault Duster,130000,Diesel,Manual,1,3.1,10
Maruti Wagon R 1.0,57590,Petrol,Manual,2,4.25,8
Nissan Teana,66380,Petrol,Auto,2,3.0,14
Hyundai Grand i10,70040,Petrol,Manual,1,4.5,8
Mahindra XUV500,250000,Diesel,Manual,1,2.99,13
Hyundai GRAND I10 NIOS,17930,Petrol,Auto,1,7.5,1
Hyundai Grand i10,92630,Petrol,Manual,1,4.1,7
KIA SONET,13110,Petrol,Auto,1,16.23,1
Nissan MAGNITE,23780,Petrol,Auto,1,8.0,3
Hyundai Verna,91240,Petrol,Manual,1,4.0,12
Hyundai VENUE,140000,Petrol,Auto,1,7.25,6
Renault Duster,140000,Diesel,Manual,1,3.01,10
Maruti Ertiga,43220,Petrol,Manual,2,6.37,7
Toyota Innova,220000,Diesel,Manual,4,3.5,15
Maruti Baleno,51930,Petrol,Manual,2,5.5,6
Maruti IGNIS,17080,Petrol,Manual,1,4.5,5
Renault Lodgy,180000,Diesel,Manual,1,4.2,8
